deeply concerning,23
unarmed protestors,23
really going,23
n't need,22
n't say,22
n't give,22
foreign minister,22
russian ambassador,22
western region,21
euromaidan kyiv,21
rush hannity,21
just saw,21
good luck,21
next week,21
tomorrowspaperstoday bbcpapers,21
euromaidan digitalmaidan,21
n't do,21
!!!!! people,21
poor people,21
just watched,21
not allowed,21
german chanc,21
ukrainian security,21
political opposition,20
too high,20
n't let,20
live ammo,20
ever seen,19
final episode,19
fine words,19
just seen,19
same thing,19
minimum wage,19
full story,19
automatic weapons,19
maidan kiev,19
current situation,19
front line,19
fascist filth,19
surreal warzone,19
n't look,19
violent scenes,18
even know,18
daily telegraph,18
incredible photo,18
terrible scenes,18
not democratic,18
british papers,18
bloody deadlock,18
good idea,18
strange clanking,18
crazy stuff,18
too late,18
not have,18
dead protester,18
western ukraine,17
n't been,17
democratically elected,17
muslim minorities,17
correct spelling,17
political allies,17
so bad,17
ukraine kiev,17
n't heard,17
graphic content,17
graphic photographs,17
german chancellor,17
political scene,17
ukrainian athlete,17
red lines,17
us-stoked violence,17
israeli ex-officer,16
great concern,16
yanukovych regime,16
full episode,16
new video,16
ukraine people,16
then go,16
other news,16
few hours,16
violent revolution,16
how much,16
brittle nationhood,16
heavy treatment,16
civil uprising,16
@independent front,16
western expansion,16
n't happen,16
peaceful resolution,16
only way,16
just got,16
2nd amendment,16
powerful video,16
martial law,16
just be,16
live video,15
long time,15
shocking images,15
independent country,15
horrific scenes,15
cold-war chessboard,15
not ours,15
alert updates,15
not ukraine,15
just spoke,15
not want,15
new clashes,15
anti-government flash,15
:-lrb- rt,15
n't identify,15
not appear,15
n't worry,15
never mind,15
euromaidan maidan,15
team _,15
private jet,15
new violence,15
dead protesters,14
great article,14
yellow tonight,14
so fucked,14
german gov,14
democratic alliance,14
before-and-after photo,14
different directions,14
manifest destiny,14
american media,14
political unrest,14
ongoing violence,14
n't fall,14
dead people,14
bloody collapse,14
top medic,14
top gear,14
warzone overnight,14
open letter,14
central kiev,14
harrowing footage,14
peaceful protest,14
not going,14
really sad,14
big stories,14
shocking pictures,14
russian liberals,14
new episode,14
powerful shot,14
front desk,13
terrible situation,13
ukraine sanctions,13
northern city,13
so called,13
crazy shit,13
tragic situation,13
never be,13
just heard,13
ukrainian journalist,13
brutal violence,13
n't miss,13
military forces,13
how did,13
anti-government protests,13
not being,13
gaping windows,13
senior govt,13
n't imagine,13
unforgettable image,13
knee-jerk reaction,13
current events,13
right wing,13
anti-government protester,13
beautiful city,12
human face,12
romantic photo,12
not go,12
first leg,12
live blog,12
dark days,12
private planes,12
ruthlessly beat,12
horrible scenes,12
really bad,12
beautiful people,12
much love,12
marked medic,12
not good,12
suddenly worth,12
free world,12
n't go,12
risky affair,12
vicious cycle,12
unarmed civilians,12
not isolated,12
troubling accounts,12
real people,12
antifascist action,12
deadly force,12
not doing,12
graphic images,12
brutally beat,12
real life,12
awful scenes,12
21st century,12
national security,12
just avoided,12
ukraine government,12
striking photo,11
ukrainian athletes,11
even imagine,11
strong ukraine,11
holy fuck,11
why did,11
ukrainian girl,11
terrifying upswing,11
so important,11
key events,11
strategic interest,11
too embarrassed,11
first time,11
hard time,11
good people,11
new battlefield,11
armed police,11
young people,11
very scary,11
n't make,11
own country,11
russian gas,11
russian media,11
many deaths,11
senior mem,11
heartbreaking curation,11
not forget,11
berserk mob,11
peaceful protests,11
essential twitter,11
graphic photos,11
female medics,11
not paying,11
good night,11
basic freedoms,11
same way,11
ukrainian medic,11
half-dead president,11
good news,11
ukrainian club,11
n't matter,11
shockwaves hit,11
deadly gunfire,10
private plane,10
white people,10
just watching,10
bitter contrast,10
military actions,10
fresh violence,10
top stories,10
amazing photos,10
n't working,10
n't wait,10
bad things,10
important things,10
absolute madness,10
new images,10
fierce clashes,10
reportedly fled,10
unbelievable images,10
wonderful people,10
new wave,10
peaceful solution,10
alpine skier,10
few years,10
fragile truce,10
so worried,10
stunning picture,10
amazing photo,10
scary stuff,10
just passed,10
why was,10
internal affairs,10
n't work,10
serious shit,10
far reaching,10
more die,10
more likely,10
injured man,10
global warming,10
own government,10
intense documentary,10
strange clank,10
unarmed people,10
sad situation,10
not afraid,10
not see,10
sad scenes,10
ukrainian priests,10
reportedly recovering,10
